proper names,NEC+,Designation,HIP,Bayer ID,Simbad spelling,Constellation,Origin,Language,Reference,Date of Adoption,image,image_source,RA,DEC,mag
Shengong,"6,342",HR 6298,83100,,Shengong,Sco,"Shengong (神宫, Divine Palace) is a subsidiary asterism attached to the lodge Wěi (尾), Tail [of the Azure Dragon], located to the left of its determinative star and consisting of only one star (single star-asterism).",Chinese,see ASE,2025/10/16,,,254.7177803,-37.62049285,6.048
Apamvatsa,"5,097",HR 5095,66006,74 Vir,Apamvatsa,Vir,"Apāṃvatsa (अपऻऺवत्स), ""calf of the waters"" (or: ""the smaller one""), is an Indian star name attested throughout the last millennium. The only indication of the position is Apamvatsa is 5° to the north of Citrā (चित्रा) (Spica) in Virgo, attested in several historical documents.",Sanskrit,see ASE,2025/10/16,,,202.9911861,-6.255817661,4.69
Siwarha,"10,132",-,,α Ori B,Siwarha,Ori,"The name Betelgeuse means “Hand of al-Jawzā’,” with “al-jawzā’” being the name of an old Arabian female figure whose stars were largely consistent with Greek Orion. Given that alpha Ori A orbits the hand of al-Jawzā’, the discovery team suggested that the companion star be named سوارها (Siwarha), or “Her Bracelet.”",Arabic,see ASE,2025/09/22,,,88.79293899,7.407064,8.2
Blaze Star,"10,133",HR 5958,78322,T CrB,Blaze Star,CrB,"""Blaze Star"" as a nickname for the recurrent nova T CrB has occurred in magazines since 1866. At that time, the physics of novae and supernovae was yet unknown, and the eruption of T CrB in 1866 was actually the first time of a naked-eye transient with spectroscopic evidence for hydrogen in the emission nebula. Recurrent Novae are a rare type of stars; only ten Galactic objects are known. T CrB is the prototype of T CrB-type recurrent novae which are contact binaries composed of a white dwarf orbiting a red giant.",English,see ASE,2025/09/22,,,239.8756759,25.92017038,10.247
Shatabhisha,"8,676",HR 8698,112961,λ Aqr,Shatabhisha,Aqr,"Śatabhiṣa (शतभिष), literally ""hundred physicians"", is the name of the 24th nakshatra of Vedic astronomy. Its earliest attestation is in a Vedic religious text (Atharvaveda) from the first millennium BCE, and an astronomy text (Vedanga Jyotisha) that dates around 300 BCE.  As the yogatara (main star) of this nakshatra, λ Aquarii stands ""pars pro toto"" for the entire constellation.",Sanskrit,see ASE,2025/09/22,,,343.1536419,-7.579596924,3.79
Junnanmen,362,HR 335,5434,φ And,Junnanmen,And,"Jūn Nán Mén (军南门, ""Southern Millitary Gate"") is a Chinese constellation, simplified: Junnanmen. It is the name of a Chinese single-star asterism that WGSN preserves in its earliest version (before Tang Dynasty), identified with φ And.""Junnanmen"" is assigned to the primary of the phi And (HR 335, HIP 5434, HD 6811) binary system, i.e.
phi And A (HD 6811A).",Chinese,see ASE,2025/08/25,,,17.3755086,17.3755234,17.3756358
Dajiangjunbei,536,HR 496,8068,φ Per,Dajiangjunbei,Per,"天大将军, “Celestial Grand General” is an important constellation in ancient China. As the determinative star was already named, WGSN named the northernmost star ""The Northern one of The Great General"" (Dajiangjunbei).",Chinese,see ASE,2025/08/25,,,25.9151582,50.68873142,4.06
Hydor,22,HR 9098,301,2 Cet,Hydor,Cet,"The IAU-name ""Hydor"" resembles the original application of this name as a constellation in a vast area of faint stars in antiquity. It fits nicely the Indigenous Arabian constellation of ""Safina"", Ship. Note that the name ""Hydor"" was misapplied to a star in Aqr in the recent time. WGSN corrects this mistake. The Greek term ""Hydor"" (Ὕδωρ), Water, originally referred to a huge constellation, depicted around Cetus on ancient globes and described south of Aquarius in Aratus's poem of the 4th century BCE.",Greek,see ASE,2025/08/25,,,0.9349492958,-17.33599144,4.536
Triminus,687,HR 642,10280,6 Tri,Triminus,Tri,"The star ι Tri (iota or 6 Trianguli) is the brightest one in the early modern variant of a lesser triangle next to the recognisable classical asterism within the constellation Triangulum. The name is composed of the IAU-abbreviation ""Tri"" and Hevelius's name ""Minus"" for the lesser triangle. The name applies to the visible dot in the sky, so that ""iot Tri A"" is ""Triminus A"". The other component is not visible to the naked eye.",Latin,see ASE,2025/08/25,,,33.09283344,30.30306751,4.952
Bodu,"6,775",HR 6730,88267,95 Her,Bodu,Her,"Bó Dù (帛度, “Textile Ruler”) is a Chinese asterism consisting of two stars, established by the Wuxian (巫咸) tradition during the Han dynasty. WGSN chose to adopt the name according to the Yi Shitong catalog because earlier identifications are highly uncertain.",Chinese,see ASE,2025/06/17,,,,,
Deltoton,"9,300",HR 660,10644,δ Tri,Deltoton,Tri,"Deltoton (Δελτωτόν; the letter Delta: Δ) is an ancient Greek name variant for the constellation triangulum, probably the original one as ""Delta"" is the first letter in the ancient Greek term for ""dios"", the highest god who possesses and rules the stars. In early uranographies, this triangle was considered a sign of the divinity of the starry sky, a divine inscription ""written in the stars"".",Greek,see ASE,2025/06/17,,,34.26345974,34.22423205,4.83
Ramus,"6,830",HR 6787,88886,102 Her,Ramus,Her,"Ramus, The Branch (of golden apples), is an addition to the early modern asterism Cerberus in Hercules. The name occurs in Bayer (1603) as a term but in depiction only later.",Latin,see ASE,2025/06/17,,,272.1895497,20.81455683,4.347
Tusizuo,"6,924",HR 6895,90139,109 Her,Tusizuo,Her,"Tú Sì (屠肆, ""Butcher's Shop"") is a Chinese asterism consisting of two stars, established by the Wuxian (巫咸) school during the Han dynasty. As ""Tusi"" could be confused with other celestial bodies named Tusi after two Persian astronomers (asteroid (10269) Tusi and asteroid (7058) Al-Tusi), WGSN chose to add a determinative here. The chosen star 95 Her is ""the left one in Tusi"", in Chinese ""Tusizuo"", so WGSN adopts this name.",Chinese,see ASE,2025/06/17,,,275.9245404,21.76975267,3.84
Paradys,"5,511",HR 5470,72370,α Aps,Paradys,Aps,"In Dutch around 1600, two spelling versions of the Apus-bird existed. WGSN decided to take the first part of the earliest written witness, Paradys-vogel (Plancius 1598), to name the main star of the constellation.",Dutch,see ASE,2025/05/18,,,221.9654629,-79.04475355,3.798
Honores,"8,796",HR 8830,114570,7 And,Honores,And,"The Latin term ""Honores"" means honour. A constellation introduced by Bode (1801). He had given a paper in 1790 that this was a joined decision by many European astronomers as a memorial to an extraordinarily generous patron of scientific research and benevolent, peaceful ruler. WGSN considers this message worth to convay even without the dedication to a specific person; we named a star in the feather ""Honores"" as there is a German proverb ""Die Feder ist mächtiger als das Schwert"" (the feather is mightier than the sword).",Latin,see ASE,2025/05/14,,,348.1375146,49.4062072,4.52
Alfarasalkamil,"8,737",HR 8762,113726,ο And,Alfarasalkamil,And,"Alfarasalkamil (الفرس الكامل) means ""The Complete Horse"", as opposed to the Greek constellation of a half horse that is now called Pegasus. The Arabian tradition may perhaps root in or connect to the Babylonian one.",Arabic,see ASE,2025/05/08,,,345.4802708,42.32601552,3.62
Kaffalmusalsala,"8,941",HR 8976,116805,κ And,Kaffalmusalsala,And,"Arabic desciption of a Greek star name. The Arabic term (كفّ المسلسة) means ""Hand of the Chained Woman""; originating from the Almagest ""Hand of Andromeda"", originally designating a group of three stars.",Arabic,see ASE,2025/05/08,,,355.1021156,44.33393296,4.14
Rasalnaqa,"8,931",HR 8965,116631,ι And,Rasalnaqa,And,"The group of stars that Ptolemy called ""The Hand of Andromeda"" is also called ""The Head of the She-Camel"" in an Indigenous Arabian tradition. as-Sufi (11th c. CE) combines these two traditions, and so does IAU by naming one of the star after ""the hand"" and the other one ""the camel's head""",Arabic,see ASE,2025/05/08,,,354.5341679,43.26807305,4.29
Udkadua,"8,925",HR 8961,116584,λ And,Udkadua,And,"The Sumerian term UD.KA.DU8.A is a compound, literally meaning ""the storm demon with the gaping mouth"". This Babylonian constellation is at least 3000 years old; the star named after it is its heel. It was highly important, as it was used for time-measurement for at least a millennium (if not longer).",Sumerian,see ASE,2025/05/08,,,354.3910116,46.45815131,3.82
Kui,303,HR 271,4463,η And,Kui,And,"Kui奎, The Legs, is an ancient Chinese constellation with 16 stars, belonging to the 28 Lunar Mansions in China, with a very long history. Its determinative star used to be zeta And for many centuries but it was changed to eta And in Qing Dynasty.",Chinese,see ASE,2025/04/06,,,14.30166783,23.41765002,4.42
Heng,"5,197",HR 5190,67464,ν Cen,Heng,Cen,"Heng is an old Chinese name of a constellation within the super-constellation of Kulou, The Arsenal. The translation is not certain; probably a measuring device.",Chinese,see ASE,2025/03/16,,,207.3761521,-41.68770853,3.386
Shimu,244,HR 215,3693,ζ And,Shimu,And,"""Tian Shi Mu"", The Eye of the Celestial Pig, is the oldest preserved name for this star in China. Later, this region was named Kui, the Legs, and zeta And was (in historical times before Qing Dynasty) used as the determinative star of this constellation and lunar mansion.",Chinese,see ASE,2025/03/16,,,11.8346905,24.26717855,4.06
Kulou,"5,035",HR 5028,65109,ι Cen,Kulou,Cen,"""Kulou"" (库楼) means arsenal and storied building. It is a super-constellation in the area of modern Cen/Lup created in ancient China, dating back to the 2nd century BCE.",Chinese,see ASE,2025/02/17,,,200.1492201,-36.71230458,2.73
Quadrans,"5,582",GJ 575,73695,44 Boo A,Quadrans,Boo,Quadrans Muralis is an obsolete constellation invented in 1795 by the French astronomer Jérôme Lalande. WGSN decided to commemorate this constellation as it is the root of the name of the Quadrantide meteor shower that peaks in the first days of January.,Latin,see ASE,2025/02/17,,,225.9467902,47.65397724,5.136
Hoerikwaggo,"2,195",HR 2261,29271,α Men,Hoerikwaggo,Men,"the name of the constellation originally was Mons Mensae (Table Mountain) and not only ""table""; this mountain had been called Sea-Mountain by Indigenous ethnics, in the Saan/ Khoe language spelled Huriǂoaxa, simplified in Africaans Hoerikwaggo.",San / Khoekhoe,see ASE,2024/12/12,,,92.56030243,-74.75304398,5.01
Safina,"8,781",HR 8812,114341,88 Aqr,Safina,Aqr,"an Indigenous Arabic constellation of the Ship was between Diphda and Fomalhaut (see al Qutayba); WGSN picked one of the possible stars in the area. considering the close vicinity of the Greek star name ""Hydor"" (The Water) north of it, it becomes a sunken treasure ship.",Arabic,see ASE,2024/12/12,,,347.3616502,-21.17241521,3.64
Xami,"5,478",HR 5463,71908,α Cir,Xami,Cir,"The South African asterism ""Eyes of the Lion"" refers to alpha and beta Centauri. Assuming these bright stars are the eyes, the face of this creature ""Xami"" covers alf Cir, and the constellation Circinus does not have any mythology or alternative name. Therefore, WGSN decided for an Indigenous name for this main star of a constellation.",\Xam-dialect of Khoe,see ASE,2024/12/12,,,220.6267527,-64.97513301,3.19
Zhou,"5,872",HR 5867,77233,β Ser,Zhou,Ser,This is a traditional Chinese star name of one of the stars in the historical Chinese constellation of Tianshi (Celestial Marketplace).,Chinese,see ASE,2024/12/05,,,236.5468966,15.4218193,3.67
Solitaire,"5,527",HR 5526,72571,E Hya,Solitaire,Hya,"extinct constellations invented by Le Monnier (1776), Latinized ""Turdus Solitarius"", was originally meant to remember the extinct bird ""Rodrigues Solitaire"", but always depicted as a Blue Rock Thrush.",French,see ASE,2024/10/31,,,222.5721179,-27.96036123,4.41
Garnet Star,"8,280",HR 8316,107259,µ Cep,Garnet Star,Cep,"Piazzi (1803) named the star Garnet Sidus due to a description by W. Herschel (1773) as ""deep garnet red""; the English name is well-established in recent literature and textbooks.",English,see ASE,2024/09/19,,,325.8769148,58.78004609,4.08
Lang-Exster,"8,488",HR 8502,110130,α Tuc,Lang-Exster,Tuc,"""Lang"" is an Malayan/ Indonesian term meaning ""hornbill"", ""Exster"" is a Dutch word meaning ""magpie"" and both terms were used as name for the newly defined constellation in Early Modern Age by the Dutch sailors (de Houtman 1603) who artificially created the constellation as ""Indian Magpie"" referring to a species of bird with a strong cultural significance for the indigenous people they met (e.g. Dayak). The star is a spectroscopic binary which is why it makes sense to give it a double-name for the visible dot; the name may be split for the components later.",Malay-Dutch,see ASE,2024/09/19,,,334.6254685,-60.25962954,2.82
Rhombus,"1,345",HR 1336,19780,α Ret,Rhombus,Ret,"Lacaille named the constellation ''Réticule Rhomboïde'' which may refer to the earlier constellation ""Rhombus"" that Habrecht (1621) defined in the area.",Latin,see ASE,2024/09/19,,,63.60612502,-62.47380349,3.36
Tengshe,"8,704",HR 8726,113288,,Tengshe,Lac,"Tengshe螣蛇 or 腾蛇 (Téng Shé, Flying Serpent) is a constellation created by ancient Chinese astrologers, dating back to the 2nd century BCE.",Chinese,see ASE,2024/09/19,,,344.1083266,49.73354408,4.94
Uridim,"5,473",HR 5469,71860,α Lup,Uridim,Lup,"The constellation of Lupus is one of the few ancient ""Greek"" constellation outside the zodiac that was directly taken over from a Babylonian constellation. The Sumerian term for this creature was UR.IDIM, later alternatively written ""Uridimmu"" in the Akkadian language (the literal Akkadian translation of UR.IDIM would be ""kalbu šegû"", according to lexical lists).",Sumerian,see ASE,2024/09/12,,,220.4823158,-47.38819875,2.286
Stellio,"8,558",HR 8585,111169,α Lac,Stellio,Lac,"Hevelius, who invented the constellation Lacerta sive Stellio (modern Lacerta), gave it the alternative name Stellio in his star catalogue and atlas.",Latin,see ASE,2024/08/29,,,337.8229226,50.28249164,3.77
Pipit,"2,433",HR 2451,31685,ν Pup,Pipit,Pup,"Among the Kendayan (Dayak Kenayatn) people of West Kalimantan province, Borneo, Indonesia, the star ν Pup is identified as ""Pipit"".",Dayak,see ASE,2024/08/25,,,99.44030261,-43.19593569,3.17
Bake-eo,"6,670",HR 6629,87108,γ Oph,Bake-eo,Oph,"A Marshallese star name for γ Oph. Pronounced ""bakey-yew"". Both spellings, ""Bake-eo"" and ""Bake Eo"" are accepted. The particle ""Eo"" simply means ""here it is, take it"", Bake is the spondylus mussel.",Marshallese,see ASE,2024/08/20,,,266.9731691,2.707279122,3.75
Leepwal,"5,234",HD 121263,68002,ζ Cen,Leepwal,Cen,"Ļeepwal is the name for ζ Cen in Marshallese. Original spelling Ļeepwal. Pronounced leyepwal, the first ""l"" being pronounced with the back of the tongue raised (velarized) and the root of the tongue retracted (pharyngealized) so as to elongate the oral cavity, thereby giving the consonant a ""heavier"" or ""darker"" sound.",Marshallese,see ASE,2024/07/18,,,208.8849402,-47.28837451,2.55
Shaomin,"4,111",HD 91316,51624,ρ Leo,Shaomin,Leo,Taimin太民 (or Damin大民) for o Leo and Shaomin少民 (ρ Leo) are the two southernmost stars of the Xuanyuan轩辕 constellation. They were used to star names in ancient China.,Chinese,see ASE,2024/07/18,,,158.2027933,9.306584817,3.87
Yunü,"3,952",HD 87837,49637,31 Leo,Yunu,Leo,"Yunü御女 is the star in the middle of the southernmost stars of the Xuanyuan轩辕 constellation. The correct transliteration is ""Yunü"".",Chinese,see ASE,2024/07/18,,,151.9761255,9.997506875,4.38
Antinous,"7,698",HD 191692,99473,θ Aql,Antinous,Aql,"A ""sub""-constellation (or asterism) Antinous was created by Ptolemy of Alexandria and published in the Almagest star catalogue 137 CE. It is placed in the constellation of Aquila, The Eagle.",Greco-Roman,see ASE,2024/06/06,,,302.8261945,-0.8214635937,3.22
